"","title","artists","album_name","year","season","popularity","acousticness","danceability","energy","instrumentalness","liveness","loudness","speechiness","tempo","key","mode","duration_ms","valence","time_signature","track.id","genre_1","genre_2","genre_3","genre_4","genre_5"
"46","DREAM TEAM (feat. Dylan, Capo Plaza, Tedua & Shiva)","Sick Luke","X2",2022,"Winter",56,0.0397,0.733,0.678,0,0.139,-6.272,0.376,130.069,"2","1",158630,0.305,"4","4IjDcm8qRdRiwrRtpIdpSD","italian hip hop","trap italiana",NA,NA,NA
"47","I qualunquisti","The Zen Circus","Nati Per Subire",2011,"Autumn",31,0.000941,0.536,0.789,7.19e-06,0.371,-5.341,0.0321,159.93,"11","1",247588,0.894,"4","3TQBQAzIoruibUtCmHpVWw","indie rock italiano","italian alternative","italian indie pop",NA,NA
"48","Spreco di potenziale","Ditonellapiaga","Camouflage",2022,"Winter",38,0.691,0.6,0.344,0,0.0898,-8.627,0.25,79.965,"5","1",172000,0.41,"4","2quJ0E55aBpm2Dcu58GhMV","italian indie pop",NA,NA,NA,NA
"49","Password","Luchè","Dove Volano Le Aquile",2022,"Spring",62,0.606,0.656,0.65,0,0.162,-7.866,0.197,95.121,"6","0",165721,0.402,"4","78fu3G69lVmwRdce8RuuYf","italian hip hop","italian pop","rap napoletano",NA,NA
"50","IL GIORNO PIÙ TRISTE DEL MONDO (feat. Ariete & Mecna)","Sick Luke","X2",2022,"Winter",50,0.348,0.72,0.736,1.31e-06,0.216,-4.646,0.157,144.058,"5","1",191495,0.463,"4","4YyShs1DikZWBV6AS3n2We","italian hip hop","trap italiana",NA,NA,NA
"51","Astronauti","Margherita Vicario","Astronauti",2022,"Spring",36,0.0103,0.73,0.74,1.83e-05,0.233,-5.419,0.0809,120.068,"0","1",186374,0.619,"4","4UmgAlxgHZbIdaVwXhob9H","italian alternative","italian indie pop","italian pop","rome indie",NA
"52","Addio sul serio","chiamamifaro","Post Nostalgia",2022,"Summer",24,0.623,0.647,0.674,0,0.112,-4.758,0.0451,143.955,"4","1",204609,0.636,"4","2xdVVUrYcb0Mk4VCR3cOds",NA,NA,NA,NA,NA
"53","GASOLINA","ANNA","GASOLINA",2022,"Summer",53,0.0695,0.713,0.862,3.95e-06,0.0847,-2.9,0.0423,130.139,"2","1",145846,0.691,"4","3uaQK6iP56b0oVzFWUO6mn","italian hip hop","italian pop",NA,NA,NA
"54","PEZZI DA 20 (feat. Emis Killa & Side Baby)","Sick Luke","X2",2022,"Winter",44,0.279,0.797,0.871,0,0.0807,-5.097,0.292,95.038,"1","0",140210,0.593,"4","6rVkw5cFGPRnvK88p6Rs1C","italian hip hop","trap italiana",NA,NA,NA
"55","Tuttok","Nayt","DOOM",2021,"Autumn",54,0.814,0.709,0.372,0.0987,0.226,-10.198,0.0473,124.148,"9","0",97419,0.495,"4","0WI4Oe17LXAWCekzAEPCWi","italian hip hop",NA,NA,NA,NA
"56","MAKUMBA","Noemi","Metamorfosi",2021,"Spring",53,0.312,0.738,0.756,0,0.0746,-5.477,0.207,140.103,"9","1",217621,0.681,"4","2opRyiaqpnQCH0jfCY9Wjd","italian adult pop","italian pop",NA,NA,NA
"57","Terremoto","chiamamifaro","Post Nostalgia",2022,"Summer",20,0.425,0.582,0.681,1.3e-06,0.189,-3.809,0.0499,76.06,"7","1",210139,0.185,"4","1NFVFXVdqoffYl82JsWgHZ",NA,NA,NA,NA,NA
"58","CAMEL E MALINCONIA (feat. PSICOLOGI & CoCo)","Sick Luke","X2",2022,"Winter",43,0.388,0.66,0.618,0,0.0923,-4.96,0.0553,130.049,"2","1",174168,0.602,"4","1MMOAhf4dTrh6fz1Kaa4jP","italian hip hop","trap italiana",NA,NA,NA
"59","Non cambierei questa vita con nessun'altra","Ligabue","Non cambierei questa vita con nessun'altra",2022,"Spring",41,0.00647,0.488,0.9,0,0.133,-4.615,0.0512,153.004,"2","1",227638,0.581,"4","0cRdS3tQpfo4XYuwgmT35O","italian adult pop","italian pop rock",NA,NA,NA
"60","ZITTI E BUONI","Måneskin","Teatro d'ira - Vol. I",2021,"Spring",76,0.00138,0.625,0.939,0,0.424,-3.115,0.0669,102.999,"4","0",194786,0.644,"4","776AftMmFFAWUIEAb3lHhw","indie rock italiano","italian pop",NA,NA,NA
"61","NEMESI (feat. BLANCO)","Marracash","NOI, LORO, GLI ALTRI",2021,"Autumn",64,0.136,0.736,0.736,0.000345,0.0753,-7.597,0.0641,120.02,"0","0",175626,0.333,"4","4QBXMgfDKmmVrYEqICIPxJ","italian hip hop","italian pop","italian underground hip hop","rap napoletano",NA
"62","NOTTE SCURA (feat. Gazzelle & Tedua)","Sick Luke","X2",2022,"Winter",54,0.327,0.629,0.597,0,0.148,-6.135,0.208,79.941,"11","1",176360,0.625,"4","7sp2D8wdzeyd3epj5NnlLC","italian hip hop","trap italiana",NA,NA,NA
"63","BABY GODDAMN","Tananai","BABY GODDAMN",2021,"Spring",62,0.0317,0.819,0.764,2.73e-05,0.0579,-3.311,0.1,114.033,"10","0",149605,0.885,"4","3yWHQ4n4ARLDfYTuT2NhnN","italian pop",NA,NA,NA,NA
"64","USCITO DI GALERA","Lazza","SIRIO",2022,"Spring",70,0.188,0.594,0.746,0,0.0991,-5.853,0.137,164.231,"7","0",172654,0.0802,"4","01DXwNf1GzEJkYTbXgL0eb","italian hip hop","italian pop","rap genovese","trap italiana",NA
"65","Settimana Bianca","Il Pagante","Paninaro 2.0",2018,"Autumn",62,0.0785,0.695,0.898,1.97e-05,0.21,-1.635,0.0907,126.046,"2","0",160476,0.55,"4","5BqUbKq9rCMrCkRtAiz8XA","italian adult pop","italian pop",NA,NA,NA
"66","lupo","rovere","dalla terra a marte",2022,"Winter",35,0.146,0.71,0.725,0,0.112,-6.397,0.183,87.933,"6","0",180373,0.786,"4","7iWj2iaIC6rZ13MC6yBeDH","italian indie pop",NA,NA,NA,NA
"67","Il tempo è una bugia (feat. Ligabue)","Fast Animals and Slow Kids","Il tempo è una bugia (feat. Ligabue)",2022,"Autumn",40,0.000937,0.585,0.877,0,0.0879,-5.426,0.0529,146.027,"9","1",238740,0.728,"4","7tl8kzo4DM62We5mgJRYNx","italian alternative","italian indie pop",NA,NA,NA
"68","INSUPERABILE","Rkomi","TAXI DRIVER",2022,"Winter",61,0.0344,0.667,0.848,0,0.183,-5.195,0.0851,122.035,"4","0",172461,0.84,"4","3nNxdeQX9iFeuosMcFEeDd","italian hip hop","italian pop",NA,NA,NA
"69","Sbronza","Laila Al Habash","Mystic Motel",2021,"Autumn",39,0.175,0.769,0.563,1.12e-05,0.0992,-7.395,0.222,170.045,"1","0",173936,0.637,"4","13O6v6qGF3GI60fKpFkJIU","italian indie pop",NA,NA,NA,NA
"70","Paradossi","chiamamifaro","Post Nostalgia",2022,"Summer",22,0.0412,0.651,0.9,0,0.0708,-3.725,0.221,156.768,"0","1",183899,0.651,"4","6vIWsj3diILR3o2NdfZt0g",NA,NA,NA,NA,NA
"71","CORALINE","Måneskin","Teatro d'ira - Vol. I",2021,"Spring",74,0.0299,0.363,0.678,0,0.324,-4.939,0.0995,162.124,"2","0",300413,0.321,"4","7HMz8o0m7ASQ3ImFPfhWTY","indie rock italiano","italian pop",NA,NA,NA
"72","La storia infinita","Pinguini Tattici Nucleari","AHIA!",2020,"Winter",64,0.169,0.701,0.744,0,0.115,-3.421,0.0411,89.986,"4","1",207802,0.651,"4","2r1SRt8bhtR6a9bMRR0AgV","bergamo indie","italian indie pop","italian pop","milan indie",NA
"73","Stavo pensando a te (con Fulminacci)","MOBRICI","Stavo pensando a te (con Fulminacci)",2022,"Spring",52,0.0845,0.566,0.635,0,0.165,-7.633,0.0448,109.666,"11","0",250564,0.134,"4","1mBSWayaS9nnqLvZNdOdL7","italian indie pop",NA,NA,NA,NA
"74","Post nostalgia","chiamamifaro","Post Nostalgia",2022,"Summer",20,0.00589,0.67,0.657,7.97e-05,0.0909,-5.245,0.0394,119.902,"9","0",201280,0.425,"4","0QXG33BP88xYd3sJuYpIOC",NA,NA,NA,NA,NA
"75","crescere","rovere","crescere",2022,"Winter",23,0.628,0.47,0.427,6.53e-05,0.102,-9.765,0.0281,79.222,"6","1",228546,0.376,"4","05ixgQ96TJ9ZqMa2JzoX3m","italian indie pop",NA,NA,NA,NA
"76","Scooby Doo","Pinguini Tattici Nucleari","AHIA!",2020,"Winter",66,0.0477,0.74,0.743,0,0.0925,-4.166,0.137,135.071,"6","1",179124,0.773,"4","1P6TlFb8EVH2nCX3luVpZW","bergamo indie","italian indie pop","italian pop","milan indie",NA
"77","Ok boomer (feat. Brunori Sas)","The Zen Circus","Cari Fottutissimi Amici",2022,"Spring",35,0.216,0.518,0.838,0,0.28,-5.515,0.0481,154.925,"9","1",207533,0.507,"4","1CcYOBPqOctmlpo3fKWJpc","indie rock italiano","italian alternative","italian indie pop",NA,NA
"78","CRAZY LOVE","Marracash","NOI, LORO, GLI ALTRI",2021,"Autumn",68,0.224,0.725,0.713,2.13e-05,0.104,-5.958,0.0484,123.003,"9","0",192688,0.392,"4","2p5OyhSm5fS90n0Q7R3r6D","italian hip hop","italian pop","italian underground hip hop","rap napoletano",NA
"79","astronauta","rovere","dalla terra a marte",2022,"Winter",25,0.00613,0.574,0.731,0.000323,0.118,-5.627,0.0303,105.037,"1","1",244306,0.146,"4","2KIlGkrN6rCEtH7VbkBDxM","italian indie pop",NA,NA,NA,NA
"80","Portofino","Il Pagante","Devastante",2022,"Winter",49,0.117,0.884,0.758,0,0.091,-6.171,0.0973,124.004,"0","0",165604,0.591,"4","3wCB56oq3DwkzglS3G65EL","italian adult pop","italian pop",NA,NA,NA
"81","118 (feat. Claudio Santamaria)","The Zen Circus","118 (feat. Claudio Santamaria)",2022,"Winter",16,0.0351,0.604,0.73,6.54e-05,0.108,-6.387,0.0281,129.963,"0","1",218790,0.36,"4","7bgmhnVEmCFrMB3Byr0r9R","indie rock italiano","italian alternative","italian indie pop",NA,NA
"82","I WANNA BE YOUR SLAVE","Måneskin","Teatro d'ira - Vol. I",2021,"Spring",84,0.00165,0.75,0.608,0,0.178,-4.008,0.0387,132.507,"1","1",173346,0.958,"4","4pt5fDVTg5GhEvEtlz9dKk","indie rock italiano","italian pop",NA,NA,NA
"83","Chitarre blu","Fulminacci","Tante care cose e altri successi",2022,"Spring",43,0.752,0.676,0.417,4.03e-06,0.365,-8.383,0.252,79.957,"9","1",175946,0.486,"4","4dRj6pnAsmbcSteiAE9zMf","italian indie pop","italian pop","rome indie",NA,NA
"84","Giornata di merda","Ciliari","Giornata di merda",2021,"Summer",47,0.103,0.722,0.764,0,0.334,-6.217,0.0705,122.097,"4","1",198864,0.671,"4","5h8kl7fVkld19y3fOwDxII",NA,NA,NA,NA,NA
"85","Uscire di scena","Franco126","Uscire di scena",2022,"Winter",25,0.457,0.754,0.585,0,0.107,-7.147,0.0433,129.928,"11","0",197076,0.749,"4","7IoUHlSwoKKywrWyw8EYZT","italian hip hop","italian pop","rome indie",NA,NA
"86","Servi della gleba","Elio e le Storie Tese","Italyan, Rum Casusu Çikti",1992,"Summer",41,0.247,0.369,0.8,0,0.531,-8.617,0.377,207.911,"1","0",373272,0.468,"4","5F0Mq4yBfuYXfKfJHlCgXX","italian adult pop","italian alternative",NA,NA,NA
"87","Glicine","Noemi","Metamorfosi",2021,"Spring",53,0.426,0.511,0.67,0,0.0996,-5.433,0.04,139.8,"3","1",217226,0.215,"4","3oTNtTmOOekaUDvDiqM4br","italian adult pop","italian pop",NA,NA,NA
"88","Mai Dire Mai (La Locura)","Willie Peyote","Mai Dire Mai (La Locura)",2021,"Spring",51,0.204,0.733,0.793,0,0.139,-6.123,0.181,138.084,"1","1",208664,0.856,"4","4jmvkbDw0cuWD2Fi9VswFQ","italian alternative","italian indie pop","italian pop","rap napoletano","turin indie"
"89","Fuoriprogramma","Franco126","Uscire di scena",2022,"Winter",24,0.151,0.659,0.563,0,0.0624,-8.052,0.139,151.728,"5","0",180394,0.848,"4","1PcdZnuZIA3J8lEiDF2jvB","italian hip hop","italian pop","rome indie",NA,NA
"90","∞ LOVE (feat. Guè)","Marracash","NOI, LORO, GLI ALTRI",2021,"Autumn",69,0.105,0.726,0.828,0,0.0873,-5.191,0.071,125.002,"7","0",218367,0.307,"4","0HhSB4nAJpI5expWnZL199","italian hip hop","italian pop","italian underground hip hop","rap napoletano",NA
"91","Tonight (Best You Ever Had) (feat. Ludacris)","Various Artists","Think Like A Man - Music From & Inspired By The Film",2012,"Spring",64,0.0496,0.693,0.813,0,0.289,-4.361,0.066,90.008,"7","0",239453,0.515,"4","17zF2ISrDrQdaULA8cxReK",NA,NA,NA,NA,NA
"92","Che Sarà Mai","Legno","Lato A",2022,"Spring",29,0.00925,0.484,0.676,0,0.153,-8.103,0.233,186.201,"8","1",185307,0.809,"4","45Il2LXZ97KbhMgWT3vfHn","italian indie pop",NA,NA,NA,NA
"93","Shakerando","Rhove","Shakerando",2021,"Winter",66,0.764,0.855,0.805,0.00708,0.302,-5.651,0.191,135.009,"7","0",195555,0.469,"4","4EC028SvtlC25iHQSG2OIa","italian hip hop","italian pop","trap italiana",NA,NA
"94","5 Gocce (feat. Rkomi)","Irama","Il giorno in cui ho smesso di pensare",2022,"Winter",68,0.279,0.742,0.808,9.85e-06,0.325,-5.206,0.059,74.992,"4","1",160000,0.846,"4","3z0GeNGWyVduziP1cQ0mFN","italian adult pop","italian pop",NA,NA,NA
"95","Ferma A Guardare (feat. Pinguini Tattici Nucleari)","Ernia","Gemelli",2021,"Winter",68,0.445,0.585,0.724,0,0.1,-5.611,0.0967,162.05,"9","0",213542,0.547,"4","1eDC4NiUYgQSKpKDIvXxi4","italian hip hop","italian pop","milan indie",NA,NA
"96","Poco Ricco","Checco Zalone","Poco Ricco",2022,"Winter",31,0.0572,0.498,0.586,3.59e-05,0.139,-6.503,0.196,138.913,"1","1",174484,0.337,"4","16oVOwtJ6zAdFJhhAkqZbx","cartoni animati",NA,NA,NA,NA
"97","Quanto ti vorrei","chiello","OCEANO PARADISO",2021,"Autumn",54,0.00721,0.476,0.711,1.81e-06,0.0842,-5.769,0.0336,185.996,"2","1",180342,0.756,"4","2KdcUxAJWAARnGTWmSWxwu","italian hip hop",NA,NA,NA,NA
"98","abcdefu","GAYLE","abcdefu",2021,"Summer",82,0.299,0.695,0.54,0,0.367,-5.692,0.0493,121.932,"4","1",168601,0.415,"4","4fouWK6XVHhzl78KzQ1UjL","modern alternative pop",NA,NA,NA,NA
"99","Cresciuti con la Dance (feat. Jay C)","DJ Matrix","Musica da giostra, Vol. 5",2018,"Winter",29,0.0398,0.653,0.965,7.78e-05,0.306,-5.723,0.0399,140.005,"7","0",120186,0.903,"4","4mOZ5v5YngHkjX8tJEydI1","italian adult pop","italian pop","italo dance",NA,NA
"100","freddo cane","rovere","dalla terra a marte",2022,"Winter",30,0.00971,0.54,0.78,0,0.193,-5.554,0.0336,92.014,"5","1",188613,0.482,"4","2V6X2fsTwRYQRW2d2fFCnY","italian indie pop",NA,NA,NA,NA
"101","Bistrot","chiamamifaro","Bistrot",2021,"Spring",28,0.688,0.696,0.679,0,0.0905,-3.995,0.0324,131.866,"0","1",197529,0.438,"4","6BVYZ55BxhxYxOH4Tfid77",NA,NA,NA,NA,NA
