"","title","artists","album_name","year","season","popularity","acousticness","danceability","energy","instrumentalness","liveness","loudness","speechiness","tempo","key","mode","duration_ms","valence","time_signature","track.id","genre_1","genre_2","genre_3","genre_4","genre_5","genre_6","genre_7","genre_8","genre_9"
"28","Figli Delle Stelle","Alan Sorrenti","Figli Delle Stelle (2005 - Remaster)","1977","missing",60,0.526,0.677,0.778,1.54e-05,0.206,-10.157,0.0668,108.471,"0","1",275480,0.73,"4","0C9rBeWAsPhmBeaYKZLN5m","classic italian pop",NA,NA,NA,NA,NA,NA,NA,NA
"29","Love Of My Life","Harry Styles","Harry's House","2022","Spring",78,0.669,0.555,0.536,0,0.0623,-8.233,0.0452,118.057,"7","1",191638,0.203,"4","1mw0RgNXIpYRyyCdBQbLgA","pop",NA,NA,NA,NA,NA,NA,NA,NA
"30","In Una Notte D'Estate","Le Vibrazioni","Le Vibrazioni","2003","Spring",49,0.186,0.505,0.841,0,0.127,-5.419,0.0427,168.11,"2","0",192080,0.547,"4","2nYiV2T51JuBHmxnYPUcGQ","classic italian pop","italian adult pop","italian pop",NA,NA,NA,NA,NA,NA
"31","Tieduprightnow","Parcels","Tieduprightnow","2018","Spring",74,0.291,0.863,0.533,0.00126,0.0794,-7.986,0.0484,102.025,"5","0",249956,0.738,"4","66tkDkPsznE5zIHNt4QkXB","aussietronica","indie soul",NA,NA,NA,NA,NA,NA,NA
"32","Salirò","Daniele Silvestri","Monetine","2008","Spring",36,0.189,0.832,0.924,0,0.0867,-5.047,0.0914,126.012,"7","1",237440,0.772,"4","0Oheso9xvbCsZc6rzZjaWe","classic italian pop","italian adult pop","italian alternative","italian pop",NA,NA,NA,NA,NA
"33","Golden","Harry Styles","Fine Line","2019","Winter",81,0.21,0.448,0.838,0.000131,0.131,-5.257,0.0557,139.863,"4","0",208906,0.254,"4","45S5WTQEGOB1VHr1Q4FuPl","pop",NA,NA,NA,NA,NA,NA,NA,NA
"34","Hu Man","Greentea Peng","Hu Man","2020","Summer",63,0.393,0.684,0.638,3.5e-06,0.103,-8.279,0.0585,126.959,"9","0",203240,0.692,"4","2ZfVt2skRwfEq1Wb3D7GmP","alternative r&b","uk contemporary r&b",NA,NA,NA,NA,NA,NA,NA
"35","Gypsy Woman [Jaxomy Remix]","Third Vibes","Gypsy Woman [Remixes]","2021","Autumn",8,0.00463,0.742,0.594,0.000512,0.0846,-6.59,0.0843,126.028,"9","0",163809,0.369,"4","2BHxd1RtWk7aVe3xL6svCc",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","Take It","Dom Dolla","Take It","2018","Summer",64,0.0259,0.851,0.742,0.256,0.111,-6.126,0.0377,123.033,"0","1",234440,0.236,"4","14fIlfcmFPlj4V2IazeJ25","australian house","deep groove house","house",NA,NA,NA,NA,NA,NA
"37","Save Room","John Legend","Once Again","2006","Autumn",64,0.0451,0.69,0.572,0,0.0969,-6.131,0.0264,111.92,"7","1",235666,0.375,"4","3sTc75CCyIw4FPs6cXkOe7","neo soul","pop","pop soul","urban contemporary",NA,NA,NA,NA,NA
"38","Bata Bata 2","Latin Fresh","Plan Calle","2006","Winter",62,0.135,0.778,0.864,0,0.312,-3.043,0.297,96.771,"1","1",208840,0.903,"4","1N1KlnNm1NE4INLOrKN3fi","panamanian pop",NA,NA,NA,NA,NA,NA,NA,NA
"39","Tiburon","Proyecto Uno","In Da House","1997","missing",67,0.151,0.879,0.718,2.75e-05,0.0513,-12.984,0.0523,130.167,"0","1",303106,0.891,"4","2GcjfckZexh9wRRjg9KtQG","latin house","salsa","tropical",NA,NA,NA,NA,NA,NA
"40","Stayin' Alive VS 50 C Tik Tok - Remix","ROSE BEAT","Stayin' Alive VS 50 C Tik Tok (Remix)","2021","Winter",66,0.338,0.797,0.696,2.28e-06,0.1,-9.145,0.131,103.914,"1","1",113341,0.805,"4","0u5Agy2RLORlgsxZ3INSJ5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","Prima di andare via","Various Artists","Pensando a te Rap Italiano Game Over","2022","Winter",39,0.0518,0.834,0.682,8.03e-06,0.107,-4.286,0.0313,111.005,"4","0",231093,0.944,"4","0orSUxSWmyjrFhqRS8yn3x",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","Gettin' Jiggy Wit It","Will Smith","Big Willie Style","1997","Autumn",75,0.0175,0.881,0.874,1.14e-06,0.154,-4.505,0.139,107.891,"6","1",227933,0.858,"4","0weAUscowxeqDtpCgtbpgp","hip hop","pop rap",NA,NA,NA,NA,NA,NA,NA
"43","BABY GODDAMN","Tananai","BABY GODDAMN","2021","Spring",62,0.0317,0.819,0.764,2.73e-05,0.0579,-3.311,0.1,114.033,"10","0",149605,0.885,"4","3yWHQ4n4ARLDfYTuT2NhnN","italian pop",NA,NA,NA,NA,NA,NA,NA,NA
"44","Move Your Feet","Junior Senior","D-D-Don't Don't Stop the Beat","2002","Spring",70,0.046,0.747,0.904,0.106,0.203,-2.623,0.0803,118.877,"9","1",181826,0.846,"4","4DX82Vc8qAH4jJPvKxvwg6","danish pop",NA,NA,NA,NA,NA,NA,NA,NA
