"","title","artists","album_name","year","season","popularity","acousticness","danceability","energy","instrumentalness","liveness","loudness","speechiness","tempo","key","mode","duration_ms","valence","time_signature","track.id","genre_1","genre_2","genre_3","genre_4","genre_5","genre_6","genre_7","genre_8"
"84","Sunday","HNNY","Sunday","2015","Summer",57,0.383,0.345,0.416,0.849,0.175,-12.27,0.0284,100.193,"7","0",180601,0.691,"3","6hljcHcXCHYsYJph2WmENk","deep house","future garage","indie soul","swedish electronic","swedish house","swedish synthpop",NA,NA
"85","Cold Bones","The Symposium","Brain Jail","2013","Autumn",28,0.0597,0.591,0.514,0.902,0.158,-10.944,0.0343,135.695,"0","1",129000,0.814,"4","6mgxUcXsFOrXUZvfOQ1OmS","chicago indie","indie garage rock",NA,NA,NA,NA,NA,NA
"86","Le idi di marzo","Visconti","Le idi di marzo","2022","Winter",2,0.000695,0.475,0.78,0,0.103,-6.443,0.0381,133.996,"11","1",232046,0.415,"4","5SXGnkNIW767VpKge9lNBv",NA,NA,NA,NA,NA,NA,NA,NA
"87","Mi Negrita","Devendra Banhart","Mala","2013","Spring",57,0.903,0.693,0.4,0.803,0.0986,-11.631,0.0319,117.954,"2","1",204506,0.573,"4","4r7iDEGdW2Gw9hJlCbi5qL","chamber pop","freak folk","new weird america",NA,NA,NA,NA,NA
"88","Hammock","Millionyoung","Amanecer","2012","Summer",40,0.0643,0.61,0.954,5.95e-05,0.124,-2.903,0.0633,112.007,"4","0",183214,0.747,"4","2igRi4SLvLCGrL5SGcNhv3","chillwave",NA,NA,NA,NA,NA,NA,NA
"89","The 50's","The Symposium","Brain Jail","2013","Autumn",33,0.381,0.586,0.508,0.0343,0.11,-12.597,0.0408,177.134,"6","1",100333,0.592,"4","0jdURFbK2KVGlVYOeXQdB2","chicago indie","indie garage rock",NA,NA,NA,NA,NA,NA
"90","Nei treni la notte","Frah Quintale","Regardez moi","2017","Autumn",66,0.156,0.506,0.535,6.24e-05,0.36,-6.583,0.0701,69.656,"9","0",184146,0.658,"4","6NAbLPUknE9nKxQJeFGFKa","italian hip hop","italian indie pop","italian pop","milan indie",NA,NA,NA,NA
"91","Alien Blues","Vundabar","Gawk","2015","Summer",84,0.0807,0.467,0.757,0.908,0.0876,-5.093,0.033,82.282,"3","1",155933,0.433,"4","11iIikXxC6NP0Ma8vMD27x","boston indie","indie garage rock","pov: indie",NA,NA,NA,NA,NA
"92","The Blonde","TV Girl","French Exit","2014","Summer",79,0.225,0.501,0.547,0.912,0.288,-7.961,0.0243,87.692,"1","0",227760,0.225,"4","72cGBEqu7RitIOoACXYjfR","pov: indie",NA,NA,NA,NA,NA,NA,NA
"93","Cowboy","The Symposium","Drugs","2014","Autumn",36,0.00603,0.68,0.321,0.803,0.277,-13.077,0.0328,134.039,"1","0",231819,0.465,"4","6P43BCxdyfvTuTtn6ZyvXQ","chicago indie","indie garage rock",NA,NA,NA,NA,NA,NA
"94","Visualizzato.01","Frah Quintale","Lungolinea.","2018","Summer",25,0.155,0.444,0.8,0,0.152,-6.835,0.0717,140.859,"7","0",137142,0.746,"4","6Js3zh2ZbREALRoV4ZvpNA","italian hip hop","italian indie pop","italian pop","milan indie",NA,NA,NA,NA
"95","Human Sadness","The Voidz","Tyranny","2014","Autumn",54,0.231,0.231,0.752,0.781,0.113,-4.744,0.046,122.901,"0","1",656901,0.115,"4","3YB9cvd668HXBEq8rbBW8P","modern alternative rock",NA,NA,NA,NA,NA,NA,NA
"96","I'll Gladly Place Myself Below You","Matty","Déjàvu","2018","Summer",42,0.771,0.515,0.439,0.889,0.11,-9.367,0.0295,93.028,"5","1",312360,0.28,"4","4FSL3oH2RpoazyJRY2qGfx","neo-psychedelic",NA,NA,NA,NA,NA,NA,NA
"97","Happy Haunting","The Symposium","Brain Jail","2013","Autumn",28,0.378,0.709,0.608,0.953,0.138,-9.091,0.0392,120.83,"0","0",127110,0.889,"4","4atxya8joFknWztdwIb3yk","chicago indie","indie garage rock",NA,NA,NA,NA,NA,NA
"98","Dice","Puzzle","Laying in the Sand","2016","Winter",42,0.0319,0.669,0.82,0.0184,0.308,-10.949,0.0423,74.942,"11","0",209594,0.887,"4","7ij1pirEaxzjZrmFpmkPuA","hypnagogic pop","indie garage rock",NA,NA,NA,NA,NA,NA
"99","Daughter of a Cop","TV Girl","French Exit","2014","Summer",67,0.288,0.721,0.791,0.804,0.11,-7.197,0.0295,103.086,"7","1",153440,0.957,"4","5cct9ToyRPLyfELg3JfWqx","pov: indie",NA,NA,NA,NA,NA,NA,NA
"100","Hanging from the Ceiling","The Velveteins","A Hot Second with the Velveteins","2016","Spring",29,0.101,0.316,0.737,0.00507,0.14,-7.98,0.0467,200.068,"11","1",272386,0.37,"3","704OmRfaRWCrXHv0xLMj8c","edmonton indie","indie garage rock",NA,NA,NA,NA,NA,NA
"101","Talk Is Cheap","The Symposium","Brain Jail","2013","Autumn",26,0.171,0.765,0.643,0.0109,0.564,-8.961,0.071,88.87,"5","1",97166,0.877,"3","7bvoc7Yxe2jmm8GyzSJXr7","chicago indie","indie garage rock",NA,NA,NA,NA,NA,NA
