"","title","artists","album_name","year","season","popularity","acousticness","danceability","energy","instrumentalness","liveness","loudness","speechiness","tempo","key","mode","duration_ms","valence","time_signature","track.id","genre_1","genre_2","genre_3","genre_4","genre_5","genre_6","genre_7","genre_8"
"26","Lean On (feat. MØ & DJ Snake)","Major Lazer","Peace Is The Mission : Extended","2015","Autumn",79,0.00346,0.723,0.809,0.00123,0.565,-3.081,0.0625,98.007,"7","0",176561,0.274,"4","2YWjW3wwQIBLNhxWKBQd16","dance pop","edm","electro house","moombahton","pop","pop dance",NA,NA
"27","MILLE – feat. Orietta Berti","Fedez","MILLE – feat. Orietta Berti","2021","Summer",60,0.016,0.527,0.764,0,0.0273,-4.297,0.322,184.339,"2","1",175923,0.829,"4","6qdMhG7pRFi0csRlFGvLE4","italian adult pop","italian pop",NA,NA,NA,NA,NA,NA
"28","Ai Se Eu Te Pego","Various Artists","Só Sucesso 40+","2019","Summer",63,0.096,0.651,0.92,0,0.971,-6.964,0.0665,96.02,"11","1",170893,0.735,"4","0INaMqjJJe1BZpnWuCxDzt",NA,NA,NA,NA,NA,NA,NA,NA
"29","Un altro ballo (feat. Anitta)","Fred De Palma","Unico","2021","Summer",53,0.101,0.777,0.711,0,0.0802,-5.697,0.139,126.05,"2","1",167719,0.899,"4","0pmtvLQaPHx6nqZmi2KDbr","italian adult pop","italian pop",NA,NA,NA,NA,NA,NA
"30","Call Me Maybe","Carly Rae Jepsen","Call Me Maybe","2012","Winter",43,0.0107,0.78,0.59,6.33e-06,0.108,-6.541,0.0391,120.027,"7","1",193866,0.62,"4","6HkNDcyWdnFXCBkDV5WXNO","canadian pop","dance pop","pop",NA,NA,NA,NA,NA
"31","Pookie (feat. Capo Plaza) - Remix","Aya Nakamura","Pookie (feat. Capo Plaza) [Remix]","2019","Summer",57,0.0584,0.84,0.62,0,0.0988,-6.91,0.129,98.076,"1","1",188400,0.511,"4","1MtmXPxXP4ntSjfF5xnOyM","basshall","pop urbaine","r&b francais",NA,NA,NA,NA,NA
"32","La tua canzone","Coez","È sempre bello","2019","Spring",68,0.0907,0.491,0.776,0,0.111,-5.119,0.0596,179.927,"1","1",192040,0.626,"4","4Z43nMEiOiNeDrqu2BN0JD","italian adult pop","italian pop","rap napoletano","rome indie",NA,NA,NA,NA
"33","Notti In Bianco","BLANCO","Blu Celeste","2021","Autumn",65,0.359,0.599,0.79,0,0.105,-3.242,0.0422,75.004,"6","1",176400,0.693,"4","1PWOkqMORYdGa0OEh2GaXM","italian hip hop","italian pop",NA,NA,NA,NA,NA,NA
"34","Wake Me up When September Ends","Green Day","American Idiot","2004","Autumn",82,0.023,0.546,0.814,0,0.0972,-5.146,0.0314,104.98,"7","1",285653,0.146,"4","3ZffCQKLFLUvYM59XKLbVm","modern rock","permanent wave","punk","rock",NA,NA,NA,NA
"35","Dance Little Liar","Arctic Monkeys","Humbug","2009","Summer",61,0.0586,0.538,0.607,0.769,0.0975,-9.133,0.0352,100.158,"1","0",283493,0.543,"4","3u16Clmxz7dJpnQWXXynok","garage rock","modern rock","permanent wave","rock","sheffield indie",NA,NA,NA
"36","La Nuova Stella Di Broadway","Cesare Cremonini","La Teoria Dei Colori","2012","Winter",65,0.657,0.473,0.566,3.49e-05,0.0908,-7.984,0.0342,139.879,"2","1",267746,0.296,"4","3qtuOAI0YyfoBM1s7Tvm46","italian adult pop","italian pop",NA,NA,NA,NA,NA,NA
"37","I Cento Passi","Modena City Ramblers","Viva la Vida, Muera la Muerte!","2004","Winter",46,0.00885,0.67,0.865,0.000602,0.297,-4.566,0.164,143.026,"4","0",263600,0.858,"4","21lwDJtzbGDJ92lCQs6AQX","folk rock italiano",NA,NA,NA,NA,NA,NA,NA
