"","title","artists","album_name","year","season","popularity","acousticness","danceability","energy","instrumentalness","liveness","loudness","speechiness","tempo","key","mode","duration_ms","valence","time_signature","track.id","genre_1","genre_2","genre_3","genre_4","genre_5","genre_6","genre_7","genre_8","genre_9"
"11","Akaline Akaline","Ahmoudou Madassane","Zerzura (Original Soundtrack Recording)","2018","Autumn",39,0.852,0.427,0.525,0.91,0.106,-8.739,0.0462,99.842,"6","0",187345,0.386,"4","6qQhWIowgtVSz6UFJvG5Ku","tuareg guitar",NA,NA,NA,NA,NA,NA,NA,NA
"12","Toca Toca","Fly Project","Toca Toca (Remixes)","2013","missing",68,0.0211,0.907,0.611,3.21e-05,0.0317,-4.588,0.0923,125.982,"10","0",165605,0.926,"4","3HUDCgZgaY3ZVWohToy4LJ","romanian pop",NA,NA,NA,NA,NA,NA,NA,NA
"13","Take Five but it's Song of Storms","Imaginary Ambition","Take Five but it's Song of Storms","2021","Summer",57,0.991,0.534,0.169,0.934,0.202,-19.083,0.0386,91.681,"8","0",119310,0.424,"3","7exGrqR5UbbvUvWWohUD4z","lo-fi beats",NA,NA,NA,NA,NA,NA,NA,NA
"14","Dingue de toi - Nabi-Nabilla","Sofiane","Dingue de toi (Nabi-Nabilla)","2012","Summer",41,0.137,0.735,0.69,0,0.708,-6.116,0.08,80.985,"8","1",234000,0.84,"4","2OHJYG61WwBhKCmyJ8rBtz",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","Séduction","René Aubry","Forget Me Not","2013","Autumn",51,0.989,0.583,0.193,0.928,0.108,-17.436,0.0413,100.003,"6","0",281666,0.401,"4","4KJHTdyIUdhKEuZdV3UuWR","compositional ambient",NA,NA,NA,NA,NA,NA,NA,NA
"16","Alech","Dalton","Alech / Soul Brother","2015","Summer",31,0.369,0.658,0.987,0,0.542,-8.097,0.0883,144.088,"4","0",216000,0.585,"4","6CNyBYnt0T5TPJXgENB0HT","arab groove",NA,NA,NA,NA,NA,NA,NA,NA
"17","Ancilla Domini","Contrefaçon","Ancilla Domini - Single","2019","Winter",44,0.0126,0.454,0.934,0.44,0.0703,-5.22,0.0343,149.959,"7","0",181816,0.146,"4","3WW5HlIlGtnRX7h0OjWH9i","french indietronica",NA,NA,NA,NA,NA,NA,NA,NA
"18","Kanou Dan Yen","Fatoumata Diawara","Fenfo","2018","Spring",38,0.376,0.763,0.451,0.117,0.211,-10.693,0.0397,110.001,"4","0",214293,0.173,"4","5gciWzZRdQHiWkyBaHPSdB","afropop","desert blues","malian blues","mande pop","wassoulou","world",NA,NA,NA
"19","Rakata","Arca","Prada / Rakata","2021","Autumn",55,0.0855,0.581,0.844,0,0.224,-6.64,0.0595,93.963,"5","0",151531,0.546,"4","1yVbARBysb11nskwIzXLIg","ai","art pop","deconstructed club","escape room","experimental pop","fluxwork",NA,NA,NA
"20","I Wanted to Leave","SYML","You Knew It Was Me","2020","Autumn",63,0.989,0.486,0.062,0.9,0.111,-19.538,0.0379,170.442,"8","1",203911,0.271,"3","2Tq3fayHpjP2nOZlBEjt3N","indie anthem-folk","modern indie pop",NA,NA,NA,NA,NA,NA,NA
"21","Nasnusa","Sababa 5","Tokyo Midnight","2020","Autumn",43,0.364,0.392,0.679,0.00794,0.232,-5.172,0.0368,87.261,"7","0",311692,0.671,"4","25VsX5GaM7gjWnbgjQXk7o",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","Moulaga","Heuss L'enfoiré","Moulaga","2019","Winter",75,0.327,0.71,0.699,4.64e-06,0.0975,-4.664,0.1,125.051,"7","0",179868,0.484,"4","5BfCoUcWNXcpyJfjXRIeyC","french hip hop","pop urbaine","rap francais",NA,NA,NA,NA,NA,NA
"23","¿Dónde Estás María?","Meridian Brothers","¿Dónde Estás María?","2017","Autumn",30,0.504,0.828,0.489,0.016,0.0844,-10.103,0.0535,146.047,"9","0",235226,0.973,"4","6F7nb8f7ty7P4vLQeFL1lq","latin afrobeat","latintronica",NA,NA,NA,NA,NA,NA,NA
"24","Le Donne","Fabri Fibra","Controcultura","2010","Winter",53,0.0996,0.759,0.739,0,0.455,-6.846,0.164,120.02,"6","0",241546,0.584,"4","7HL3nLbwsNGljEi1tivQwe","italian hip hop","italian pop","rap napoletano",NA,NA,NA,NA,NA,NA
"25","Nessuno Mi Può Giudicare - Lost Frequencies Remix Edit","Caterina Caselli","Nessuno mi può giudicare (Lost Frequencies Remix)","2019","Summer",21,0.00674,0.714,0.627,0.00797,0.242,-7.688,0.0601,125.013,"11","0",144120,0.252,"4","5I27XikcV4P5lwtGmDjEks","beat italiano","classic italian pop",NA,NA,NA,NA,NA,NA,NA
"26","Party With A Jagaban","Midas the Jagaban","Party With A Jagaban","2020","Autumn",68,0.361,0.826,0.795,0.00141,0.0948,-3.55,0.0493,117.006,"7","0",201025,0.534,"4","5BkBcXJ0rDRlnzh3tmknxI","afroswing",NA,NA,NA,NA,NA,NA,NA,NA
